# Per-city monthly history, built by scripts/import-rdc-history.mjs from
# Realtor.com's ZIP history file. One row per city per month.
# Aggregated identically to the current month (scripts/rdc-shared.mjs).
# zipCount is how many ZIPs reported that month; a change in it can move the
# median for reasons that have nothing to do with the market.
# Columns: slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
cedarburg,202012,344450,177,46,33,1
cedarburg,202101,349900,195,54,24,1
cedarburg,202102,491500,212,32,33,1
cedarburg,202103,491475,201,32,32,1
cedarburg,202104,483000,193,32,41,1
cedarburg,202105,444900,193,29,41,1
cedarburg,202106,414900,193,26,49,1
cedarburg,202107,460000,193,27,57,1
cedarburg,202108,399900,195,36,44,1
cedarburg,202109,399900,200,37,41,1
cedarburg,202110,399999,211,32,39,1
cedarburg,202111,374900,211,39,37,1
cedarburg,202112,399900,210,52,25,1
cedarburg,202201,420000,211,66,15,1
cedarburg,202202,521175,219,25,19,1
cedarburg,202203,448400,218,24,28,1
cedarburg,202204,477000,219,22,32,1
cedarburg,202205,492400,217,23,47,1
cedarburg,202206,469725,209,35,46,1
cedarburg,202207,494900,214,35,43,1
cedarburg,202208,496200,220,32,42,1
cedarburg,202209,468725,218,38,37,1
cedarburg,202210,492450,223,37,36,1
cedarburg,202211,513650,227,31,39,1
cedarburg,202212,524900,231,51,29,1
cedarburg,202301,539900,229,49,29,1
cedarburg,202302,586725,225,52,28,1
cedarburg,202303,581450,226,29,26,1
cedarburg,202304,519000,219,40,22,1
cedarburg,202305,484950,221,25,29,1
cedarburg,202306,532500,222,23,31,1
cedarburg,202307,519950,226,34,30,1
cedarburg,202308,489900,229,26,34,1
cedarburg,202309,480000,217,29,34,1
cedarburg,202310,599675,227,38,35,1
cedarburg,202311,587150,226,39,30,1
cedarburg,202312,519900,227,44,33,1
cedarburg,202401,483650,230,57,26,1
cedarburg,202402,472400,229,60,24,1
cedarburg,202403,527450,239,31,16,1
cedarburg,202404,523600,230,24,23,1
cedarburg,202405,524500,240,33,27,1
cedarburg,202406,499900,245,30,33,1
cedarburg,202407,485550,230,28,28,1
cedarburg,202408,468888,231,29,29,1
cedarburg,202409,476750,229,33,21,1
cedarburg,202410,477000,230,42,18,1
cedarburg,202411,469950,230,29,21,1
cedarburg,202412,485000,239,55,13,1
cedarburg,202501,521225,240,37,12,1
cedarburg,202502,430000,242,22,22,1
cedarburg,202503,499000,254,32,17,1
cedarburg,202504,468700,248,21,23,1
cedarburg,202505,522000,242,24,29,1
cedarburg,202506,602175,251,28,27,1
cedarburg,202507,643550,251,29,24,1
cedarburg,202508,599000,265,36,29,1
cedarburg,202509,622400,264,43,22,1
cedarburg,202510,589900,244,22,32,1
cedarburg,202511,589900,255,43,29,1
cedarburg,202512,634900,265,57,27,1
cedarburg,202601,695000,288,45,18,1
cedarburg,202602,799900,290,49,16,1
cedarburg,202603,649950,301,35,20,1
cedarburg,202604,547400,270,32,25,1
cedarburg,202605,649900,267,37,29,1
cedarburg,202606,603675,271,37,34,1
grafton,201607,259900,138,43,81,1
grafton,201608,268900,143,43,78,1
grafton,201609,264775,141,52,71,1
grafton,201610,277500,141,60,69,1
grafton,201611,304350,143,64,66,1
grafton,201612,299900,148,74,53,1
grafton,201701,305950,144,64,44,1
grafton,201702,319900,144,46,46,1
grafton,201703,303750,144,32,63,1
grafton,201704,304900,143,36,80,1
grafton,201705,314800,145,47,86,1
grafton,201706,330850,150,36,109,1
grafton,201707,375000,151,44,77,1
grafton,201708,357436,145,41,83,1
grafton,201709,339450,142,47,80,1
grafton,201710,306225,142,55,77,1
grafton,201711,315000,143,59,63,1
grafton,201712,324750,141,72,47,1
grafton,201801,332000,141,76,50,1
grafton,201802,324500,152,45,49,1
grafton,201803,337200,152,38,48,1
grafton,201804,349900,148,30,60,1
grafton,201805,356900,145,35,59,1
grafton,201806,334900,146,31,66,1
grafton,201807,349250,143,39,60,1
grafton,201808,357425,151,45,66,1
grafton,201809,369500,151,43,63,1
grafton,201810,334675,150,39,65,1
grafton,201811,324175,150,44,60,1
grafton,201812,399900,155,75,42,1
grafton,201901,383923,153,85,34,1
grafton,201902,385650,148,84,38,1
grafton,201903,389757,150,44,49,1
grafton,201904,400950,155,43,58,1
grafton,201905,384675,155,27,70,1
grafton,201906,364400,151,32,79,1
grafton,201907,364400,147,37,77,1
grafton,201908,335963,147,39,77,1
grafton,201909,315733,148,43,74,1
grafton,201910,302247,150,46,68,1
grafton,201911,334450,153,64,53,1
grafton,201912,351200,155,87,50,1
grafton,202001,404445,157,95,42,1
grafton,202002,413900,158,59,45,1
grafton,202003,394300,165,36,50,1
grafton,202004,407990,173,38,63,1
grafton,202005,419945,178,44,64,1
grafton,202006,419923,176,37,81,1
grafton,202007,419968,167,43,83,1
grafton,202008,425900,169,41,78,1
grafton,202009,427445,169,41,73,1
grafton,202010,432445,168,44,70,1
grafton,202011,434718,170,49,63,1
grafton,202012,446900,170,57,47,1
grafton,202101,450000,168,74,39,1
grafton,202102,459990,157,51,32,1
grafton,202103,457490,169,29,36,1
grafton,202104,409900,176,31,35,1
grafton,202105,421000,179,23,48,1
grafton,202106,434845,183,25,68,1
grafton,202107,449895,184,36,63,1
grafton,202108,447000,188,50,61,1
grafton,202109,448450,201,40,60,1
grafton,202110,459900,208,43,56,1
grafton,202111,449900,201,51,55,1
grafton,202112,442175,197,54,53,1
grafton,202201,451950,199,71,43,1
grafton,202202,465900,224,42,41,1
grafton,202203,484995,219,35,43,1
grafton,202204,522490,202,33,45,1
grafton,202205,539990,205,30,60,1
grafton,202206,538740,211,36,71,1
grafton,202207,509900,214,43,81,1
grafton,202208,509900,231,53,78,1
grafton,202209,542445,239,58,74,1
grafton,202210,539990,231,53,77,1
grafton,202211,534945,213,56,78,1
grafton,202212,537445,222,69,65,1
grafton,202301,539990,253,84,54,1
grafton,202302,539990,253,48,53,1
grafton,202303,549968,241,40,54,1
grafton,202304,544990,233,45,54,1
grafton,202305,549990,221,36,53,1
grafton,202306,542480,219,41,56,1
grafton,202307,539935,219,30,54,1
grafton,202308,539969,217,46,53,1
grafton,202309,549990,222,40,52,1
grafton,202310,571240,226,55,54,1
grafton,202311,573740,233,64,54,1
grafton,202312,572490,233,55,53,1
grafton,202401,589900,241,53,44,1
grafton,202402,579970,258,58,41,1
grafton,202403,564900,255,55,41,1
grafton,202404,559990,243,34,47,1
grafton,202405,574998,238,28,62,1
grafton,202406,569000,242,47,65,1
grafton,202407,577445,240,36,77,1
grafton,202408,579990,241,39,81,1
grafton,202409,575615,240,49,79,1
grafton,202410,579990,250,64,66,1
grafton,202411,594995,260,60,60,1
grafton,202412,587490,254,70,57,1
grafton,202501,629061,269,69,54,1
grafton,202502,632672,269,55,60,1
grafton,202503,629990,268,52,57,1
grafton,202504,628256,263,35,72,1
grafton,202505,638900,260,45,77,1
grafton,202506,629680,268,43,75,1
grafton,202507,629111,265,46,75,1
grafton,202508,633499,273,54,72,1
grafton,202509,637006,271,49,79,1
grafton,202510,629086,258,44,74,1
grafton,202511,657495,257,59,65,1
grafton,202512,661245,282,77,51,1
grafton,202601,668900,289,104,47,1
grafton,202602,661249,280,72,52,1
grafton,202603,659999,274,77,48,1
grafton,202604,659997,273,43,59,1
grafton,202605,659990,270,37,56,1
grafton,202606,642450,262,40,63,1
port-washington,201607,274950,137,42,95,1
port-washington,201608,269450,131,51,93,1
port-washington,201609,289900,134,68,84,1
port-washington,201610,289900,136,73,76,1
port-washington,201611,257400,136,77,53,1
port-washington,201612,257400,136,65,39,1
port-washington,201701,289900,151,95,36,1
port-washington,201702,226150,145,82,39,1
port-washington,201703,232400,140,47,46,1
port-washington,201704,284900,144,38,48,1
port-washington,201705,323300,150,30,65,1
port-washington,201706,299925,147,45,68,1
port-washington,201707,259900,146,53,68,1
port-washington,201708,316150,153,63,63,1
port-washington,201709,309900,150,43,63,1
port-washington,201710,329900,155,65,59,1
port-washington,201711,342150,155,83,49,1
port-washington,201712,337900,154,71,51,1
port-washington,201801,341900,163,69,52,1
port-washington,201802,343400,166,68,56,1
port-washington,201803,336400,161,55,63,1
port-washington,201804,326800,168,57,61,1
port-washington,201805,319900,164,49,70,1
port-washington,201806,315500,165,42,75,1
port-washington,201807,315450,169,46,68,1
port-washington,201808,314400,174,51,68,1
port-washington,201809,324500,192,67,63,1
port-washington,201810,344150,188,47,61,1
port-washington,201811,344450,191,60,51,1
port-washington,201812,349900,195,69,42,1
port-washington,201901,349150,191,70,45,1
port-washington,201902,370400,199,32,59,1
port-washington,201903,363329,195,43,63,1
port-washington,201904,380329,210,69,66,1
port-washington,201905,394675,202,60,64,1
port-washington,201906,339900,172,38,77,1
port-washington,201907,362388,185,34,96,1
port-washington,201908,386386,195,45,104,1
port-washington,201909,385466,194,68,97,1
port-washington,201910,384852,194,86,90,1
port-washington,201911,384750,196,102,77,1
port-washington,201912,373384,204,106,77,1
port-washington,202001,385813,210,131,75,1
port-washington,202002,389000,214,115,67,1
port-washington,202003,389675,225,79,72,1
port-washington,202004,406175,230,93,71,1
port-washington,202005,389450,221,94,80,1
port-washington,202006,361150,207,84,89,1
port-washington,202007,334750,185,61,90,1
port-washington,202008,334900,182,38,89,1
port-washington,202009,325000,179,35,89,1
port-washington,202010,329750,184,43,74,1
port-washington,202011,367425,185,46,61,1
port-washington,202012,398794,195,51,42,1
port-washington,202101,414313,234,29,36,1
port-washington,202102,417188,248,28,41,1
port-washington,202103,424044,260,24,52,1
port-washington,202104,414375,278,37,64,1
port-washington,202105,410800,239,37,67,1
port-washington,202106,402913,256,38,68,1
port-washington,202107,404475,283,43,69,1
port-washington,202108,432450,278,57,67,1
port-washington,202109,468675,366,81,61,1
port-washington,202110,425000,372,46,62,1
port-washington,202111,421974,234,51,70,1
port-washington,202112,447425,305,70,51,1
port-washington,202201,419900,203,57,36,1
port-washington,202202,418725,197,52,30,1
port-washington,202203,399900,216,30,28,1
port-washington,202204,425000,219,24,21,1
port-washington,202205,445950,210,16,26,1
port-washington,202206,451725,212,29,31,1
port-washington,202207,459900,232,44,28,1
port-washington,202208,458100,221,40,31,1
port-washington,202209,450000,216,48,28,1
port-washington,202210,449950,204,38,31,1
port-washington,202211,422225,236,39,26,1
port-washington,202212,420000,232,54,21,1
port-washington,202301,436200,254,75,21,1
port-washington,202302,432450,205,35,27,1
port-washington,202303,448700,221,57,21,1
port-washington,202304,474900,239,72,20,1
port-washington,202305,434925,226,26,24,1
port-washington,202306,399900,203,31,33,1
port-washington,202307,399900,191,32,35,1
port-washington,202308,406175,221,43,29,1
port-washington,202309,450000,253,29,31,1
port-washington,202310,453675,256,40,25,1
port-washington,202311,446400,206,29,28,1
port-washington,202312,454900,220,38,24,1
port-washington,202401,394925,215,57,19,1
port-washington,202402,459900,261,34,20,1
port-washington,202403,499000,265,39,22,1
port-washington,202404,550750,278,49,23,1
port-washington,202405,513475,253,46,23,1
port-washington,202406,419900,221,29,29,1
port-washington,202407,414974,213,29,18,1
port-washington,202408,477400,238,22,27,1
port-washington,202409,481150,238,33,30,1
port-washington,202410,482400,237,35,37,1
port-washington,202411,479900,232,52,32,1
port-washington,202412,476150,230,69,22,1
port-washington,202501,484900,234,94,18,1
port-washington,202502,426950,223,43,24,1
port-washington,202503,449900,235,29,31,1
port-washington,202504,539900,265,40,25,1
port-washington,202505,494950,262,29,22,1
port-washington,202506,377400,248,18,32,1
port-washington,202507,413200,249,30,30,1
port-washington,202508,507500,268,34,32,1
port-washington,202509,569450,291,36,36,1
port-washington,202510,556975,300,45,37,1
port-washington,202511,550500,288,50,38,1
port-washington,202512,583900,308,68,34,1
port-washington,202601,588400,316,102,27,1
port-washington,202602,507400,306,54,32,1
port-washington,202603,477400,308,50,35,1
port-washington,202604,502400,297,55,36,1
port-washington,202605,565000,278,44,36,1
port-washington,202606,518700,256,33,47,1
saukville,201607,199900,113,47,33,1
saukville,201608,203675,117,57,36,1
saukville,201609,219250,122,72,27,1
saukville,201610,239900,124,80,20,1
saukville,201611,252175,123,76,16,1
saukville,201612,299450,125,82,15,1
saukville,201701,309900,121,104,12,1
saukville,201702,281475,128,42,18,1
saukville,201703,265225,127,52,19,1
saukville,201704,225000,124,40,23,1
saukville,201705,192900,127,43,19,1
saukville,201706,228650,130,34,18,1
saukville,201707,224950,132,30,19,1
saukville,201708,239900,129,36,20,1
saukville,201709,223250,124,41,21,1
saukville,201710,226200,129,53,18,1
saukville,201711,232980,126,58,18,1
saukville,201712,236440,127,80,13,1
saukville,201801,232980,118,84,12,1
saukville,201802,210000,129,97,11,1
saukville,201803,239900,129,52,13,1
saukville,201804,272400,125,28,16,1
saukville,201805,287200,120,37,15,1
saukville,201806,248000,123,55,13,1
saukville,201807,235735,129,39,16,1
saukville,201808,248500,138,36,22,1
saukville,201809,249450,138,44,20,1
saukville,201810,219225,138,60,21,1
saukville,201811,216975,139,50,18,1
saukville,201812,209500,132,61,13,1
saukville,201901,207488,132,53,14,1
saukville,201902,228940,136,41,15,1
saukville,201903,258759,142,53,16,1
saukville,201904,272725,161,60,16,1
saukville,201905,236400,137,22,24,1
saukville,201906,242900,135,40,22,1
saukville,201907,249900,141,39,19,1
saukville,201908,255536,135,42,19,1
saukville,201909,269241,136,38,19,1
saukville,201910,270877,137,37,19,1
saukville,201911,264900,125,58,16,1
saukville,201912,273675,147,73,16,1
saukville,202001,253650,149,55,18,1
saukville,202002,269900,149,77,18,1
saukville,202003,261150,139,74,16,1
saukville,202004,212400,130,47,14,1
saukville,202005,225000,130,61,17,1
saukville,202006,261150,130,45,16,1
saukville,202007,266400,140,27,15,1
saukville,202008,268950,154,29,16,1
saukville,202009,265650,140,24,22,1
saukville,202010,242450,147,36,25,1
saukville,202011,243650,154,51,22,1
saukville,202012,257450,149,63,15,1
saukville,202101,235000,133,68,9,1
saukville,202102,202400,145,35,7,1
saukville,202103,257450,154,16,11,1
saukville,202104,251225,157,36,10,1
saukville,202105,274900,166,40,10,1
saukville,202106,249900,165,31,8,1
saukville,202107,252450,184,23,10,1
saukville,202108,256950,179,37,13,1
saukville,202109,233725,172,29,17,1
saukville,202110,249900,174,50,13,1
saukville,202111,267400,178,30,9,1
saukville,202112,261725,190,33,6,1
saukville,202201,272400,189,47,5,1
saukville,202202,273650,191,104,5,1
saukville,202203,279900,191,23,6,1
saukville,202204,307400,188,25,6,1
saukville,202205,276700,190,26,5,1
saukville,202206,297500,206,34,5,1
saukville,202207,299900,196,17,11,1
saukville,202208,304925,166,28,15,1
saukville,202209,287450,185,38,6,1
saukville,202210,344450,174,15,8,1
saukville,202211,328000,182,40,9,1
saukville,202212,355000,213,38,5,1
saukville,202301,355000,202,50,5,1
saukville,202302,318650,190,30,9,1
saukville,202303,297400,190,37,7,1
saukville,202304,284900,165,17,5,1
saukville,202305,357500,185,23,6,1
saukville,202306,344950,165,39,5,1
saukville,202307,404900,235,19,4,1
saukville,202308,411150,230,27,6,1
saukville,202309,355000,214,23,5,1
saukville,202310,382425,208,44,4,1
saukville,202311,378650,229,23,6,1
saukville,202312,339950,196,33,6,1
saukville,202401,382400,196,65,1,1
saukville,202402,380950,247,9,3,1
saukville,202403,358450,231,15,7,1
saukville,202404,332175,193,33,6,1
saukville,202405,299900,212,21,7,1
saukville,202406,432400,213,29,9,1
saukville,202407,457400,214,45,11,1
saukville,202408,457400,259,51,8,1
saukville,202409,521113,252,103,6,1
saukville,202410,492450,237,19,7,1
saukville,202411,444900,220,25,11,1
saukville,202412,458650,237,25,11,1
saukville,202501,456150,230,32,9,1
saukville,202502,454900,248,39,6,1
saukville,202503,456400,240,66,6,1
saukville,202504,488675,248,30,9,1
saukville,202505,412400,231,29,8,1
saukville,202506,452450,217,25,5,1
saukville,202507,415000,210,18,9,1
saukville,202508,399000,211,32,10,1
saukville,202509,394450,213,24,13,1
saukville,202510,397400,212,25,18,1
saukville,202511,369950,198,38,17,1
saukville,202512,379950,201,60,16,1
saukville,202601,399900,203,65,12,1
saukville,202602,419900,209,62,10,1
saukville,202603,447450,224,38,9,1
saukville,202604,454975,212,33,10,1
saukville,202605,459000,209,28,13,1
saukville,202606,449725,250,32,10,1
west-bend,201607,259900,117,51,274,2
west-bend,201608,259900,118,51,274,2
west-bend,201609,259900,118,64,263,2
west-bend,201610,249900,117,67,238,2
west-bend,201611,259900,123,76,194,2
west-bend,201612,257000,123,82,172,2
west-bend,201701,247175,121,96,151,2
west-bend,201702,249950,114,85,157,2
west-bend,201703,262400,113,58,179,2
west-bend,201704,264900,120,32,204,2
west-bend,201705,269300,120,38,220,2
west-bend,201706,279900,126,39,221,2
west-bend,201707,284950,128,43,225,2
west-bend,201708,285856,128,52,235,2
west-bend,201709,269900,126,60,218,2
west-bend,201710,274900,130,65,220,2
west-bend,201711,287794,132,75,192,2
west-bend,201712,299200,129,71,158,2
west-bend,201801,299990,128,84,147,2
west-bend,201802,294631,128,64,152,2
west-bend,201803,304990,129,53,154,2
west-bend,201804,307448,137,41,155,2
west-bend,201805,300498,137,33,168,2
west-bend,201806,285000,134,35,182,2
west-bend,201807,261150,134,38,194,2
west-bend,201808,266900,134,43,209,2
west-bend,201809,271900,140,46,194,2
west-bend,201810,271150,135,47,206,2
west-bend,201811,264900,132,61,187,2
west-bend,201812,281950,132,78,144,2
west-bend,201901,283700,127,79,120,2
west-bend,201902,285000,130,54,126,2
west-bend,201903,297329,137,43,139,2
west-bend,201904,320400,145,36,163,2
west-bend,201905,312450,149,36,179,2
west-bend,201906,299900,135,33,189,2
west-bend,201907,304900,135,38,213,2
west-bend,201908,320809,135,41,208,2
west-bend,201909,337173,136,46,183,2
west-bend,201910,341832,137,49,168,2
west-bend,201911,259900,136,45,161,2
west-bend,201912,262400,137,54,128,2
west-bend,202001,311950,133,52,122,2
west-bend,202002,314900,138,44,117,2
west-bend,202003,289900,133,41,126,2
west-bend,202004,309900,142,39,119,2
west-bend,202005,334900,140,38,126,2
west-bend,202006,327400,139,32,142,2
west-bend,202007,337450,142,39,152,2
west-bend,202008,339900,146,32,163,2
west-bend,202009,299900,138,36,158,2
west-bend,202010,314950,145,38,143,2
west-bend,202011,311225,149,40,119,2
west-bend,202012,317500,152,47,101,2
west-bend,202101,335000,156,46,81,2
west-bend,202102,292475,157,27,79,2
west-bend,202103,295750,154,36,78,2
west-bend,202104,351950,146,25,88,2
west-bend,202105,299900,148,24,111,2
west-bend,202106,287450,160,24,140,2
west-bend,202107,260000,162,31,154,2
west-bend,202108,323725,157,29,161,2
west-bend,202109,334450,167,35,164,2
west-bend,202110,329900,169,36,166,2
west-bend,202111,309450,168,47,130,2
west-bend,202112,284900,160,52,89,2
west-bend,202201,259900,164,60,63,2
west-bend,202202,434945,193,60,61,2
west-bend,202203,354150,190,35,66,2
west-bend,202204,397450,174,19,90,2
west-bend,202205,394900,164,25,104,2
west-bend,202206,398675,170,27,110,2
west-bend,202207,397450,170,30,105,2
west-bend,202208,313675,154,28,126,2
west-bend,202209,333650,169,37,112,2
west-bend,202210,334900,181,36,102,2
west-bend,202211,313650,165,34,91,2
west-bend,202212,324900,163,37,62,2
west-bend,202301,377475,222,68,42,2
west-bend,202302,380925,165,37,43,2
west-bend,202303,374900,194,21,55,2
west-bend,202304,409900,183,26,62,2
west-bend,202305,373675,184,22,81,2
west-bend,202306,346300,182,28,87,2
west-bend,202307,384900,179,31,86,2
west-bend,202308,419900,189,39,87,2
west-bend,202309,369900,189,31,99,2
west-bend,202310,449923,188,37,98,2
west-bend,202311,428650,183,37,83,2
west-bend,202312,464450,182,42,72,2
west-bend,202401,389925,235,41,61,2
west-bend,202402,342500,202,34,66,2
west-bend,202403,339950,189,25,78,2
west-bend,202404,404900,198,32,87,2
west-bend,202405,389900,201,29,102,2
west-bend,202406,390900,236,36,110,2
west-bend,202407,399900,207,29,110,2
west-bend,202408,377400,199,29,125,2
west-bend,202409,351775,198,32,135,2
west-bend,202410,363700,209,38,125,2
west-bend,202411,370000,209,49,117,2
west-bend,202412,404900,205,60,86,2
west-bend,202501,359950,229,53,76,2
west-bend,202502,374900,205,41,78,2
west-bend,202503,395000,203,30,96,2
west-bend,202504,376925,205,36,99,2
west-bend,202505,430000,216,35,100,2
west-bend,202506,429950,210,30,130,2
west-bend,202507,428725,203,37,121,2
west-bend,202508,429900,203,37,123,2
west-bend,202509,430000,213,37,119,2
west-bend,202510,430000,218,36,123,2
west-bend,202511,430000,214,39,122,2
west-bend,202512,430000,225,50,92,2
west-bend,202601,430000,244,61,67,2
west-bend,202602,437500,252,40,78,2
west-bend,202603,430000,242,39,95,2
west-bend,202604,397275,211,32,108,2
west-bend,202605,409900,207,31,122,2
west-bend,202606,430000,226,32,120,2
germantown,201607,294500,136,41,75,1
germantown,201608,304675,133,50,69,1
germantown,201609,289175,131,42,74,1
germantown,201610,274200,126,45,71,1
germantown,201611,269450,127,61,60,1
germantown,201612,249900,121,61,53,1
germantown,201701,253675,118,59,46,1
germantown,201702,252400,114,41,55,1
germantown,201703,242400,115,34,65,1
germantown,201704,244450,119,36,66,1
germantown,201705,272400,125,25,72,1
germantown,201706,298881,124,31,76,1
germantown,201707,299450,124,36,64,1
germantown,201708,271975,130,30,72,1
germantown,201709,287400,133,37,69,1
germantown,201710,278650,125,38,55,1
germantown,201711,284900,128,42,53,1
germantown,201712,278000,132,59,43,1
germantown,201801,289950,134,63,40,1
germantown,201802,292400,132,64,43,1
germantown,201803,304900,129,35,38,1
germantown,201804,319900,133,25,55,1
germantown,201805,329900,133,29,69,1
germantown,201806,327000,139,36,73,1
germantown,201807,327400,137,37,60,1
germantown,201808,316225,132,29,72,1
germantown,201809,314900,143,43,67,1
germantown,201810,297850,146,42,68,1
germantown,201811,289900,145,38,68,1
germantown,201812,289450,141,52,55,1
germantown,201901,286175,133,71,47,1
germantown,201902,304900,136,74,47,1
germantown,201903,320614,139,48,60,1
germantown,201904,333114,143,36,79,1
germantown,201905,333650,138,41,74,1
germantown,201906,349900,144,37,72,1
germantown,201907,339000,144,36,72,1
germantown,201908,334273,143,39,65,1
germantown,201909,325682,142,35,63,1
germantown,201910,322905,143,32,60,1
germantown,201911,324900,144,38,51,1
germantown,201912,314900,143,46,39,1
germantown,202001,323238,150,59,29,1
germantown,202002,318250,153,31,32,1
germantown,202003,304900,152,29,47,1
germantown,202004,319538,150,37,54,1
germantown,202005,374900,142,36,61,1
germantown,202006,360500,144,39,62,1
germantown,202007,335000,153,31,60,1
germantown,202008,317400,148,34,54,1
germantown,202009,314900,142,32,50,1
germantown,202010,299900,149,34,50,1
germantown,202011,289950,161,33,50,1
germantown,202012,298675,159,39,37,1
germantown,202101,315000,157,39,38,1
germantown,202102,307450,155,36,42,1
germantown,202103,338725,150,32,43,1
germantown,202104,373725,158,27,46,1
germantown,202105,397450,162,28,60,1
germantown,202106,382450,169,26,73,1
germantown,202107,397450,166,36,76,1
germantown,202108,373150,159,33,71,1
germantown,202109,378450,177,36,81,1
germantown,202110,400000,183,45,71,1
germantown,202111,443425,178,53,53,1
germantown,202112,428175,174,47,54,1
germantown,202201,444900,195,47,37,1
germantown,202202,444900,223,40,31,1
germantown,202203,459900,223,29,35,1
germantown,202204,474900,213,30,36,1
germantown,202205,387400,201,19,43,1
germantown,202206,399975,188,23,61,1
germantown,202207,430000,183,30,56,1
germantown,202208,452400,183,39,50,1
germantown,202209,449900,193,35,46,1
germantown,202210,419000,194,37,47,1
germantown,202211,474900,190,30,40,1
germantown,202212,489900,188,44,35,1
germantown,202301,492400,209,66,31,1
germantown,202302,484900,211,46,32,1
germantown,202303,482400,207,37,34,1
germantown,202304,474900,209,33,35,1
germantown,202305,474900,226,31,49,1
germantown,202306,466150,226,27,56,1
germantown,202307,491950,228,30,57,1
germantown,202308,474725,213,30,60,1
germantown,202309,469000,215,37,58,1
germantown,202310,552425,235,45,53,1
germantown,202311,528650,251,48,49,1
germantown,202312,507400,233,45,51,1
germantown,202401,554413,233,52,47,1
germantown,202402,533675,240,39,41,1
germantown,202403,519900,258,38,44,1
germantown,202404,481225,237,51,45,1
germantown,202405,492400,223,30,51,1
germantown,202406,484900,208,36,58,1
germantown,202407,474900,222,33,55,1
germantown,202408,479900,222,32,58,1
germantown,202409,484650,219,34,60,1
germantown,202410,476150,226,27,65,1
germantown,202411,450000,237,48,55,1
germantown,202412,426200,221,53,44,1
germantown,202501,416175,215,46,40,1
germantown,202502,499900,243,38,28,1
germantown,202503,439900,234,26,31,1
germantown,202504,483500,230,29,44,1
germantown,202505,499900,229,33,42,1
germantown,202506,533900,223,34,48,1
germantown,202507,531200,214,30,60,1
germantown,202508,489500,209,37,61,1
germantown,202509,489900,214,37,55,1
germantown,202510,491175,211,36,58,1
germantown,202511,448900,210,43,61,1
germantown,202512,430750,217,59,46,1
germantown,202601,406000,216,72,40,1
germantown,202602,400500,215,60,39,1
germantown,202603,449925,219,34,42,1
germantown,202604,449700,226,33,40,1
germantown,202605,449900,228,29,45,1
germantown,202606,453150,227,29,46,1
hartford,201607,239900,127,56,126,1
hartford,201608,257316,127,60,123,1
hartford,201609,264773,126,55,120,1
hartford,201610,264716,125,57,123,1
hartford,201611,248450,125,58,116,1
hartford,201612,259900,125,72,107,1
hartford,201701,259900,126,95,97,1
hartford,201702,269923,130,88,96,1
hartford,201703,269900,130,48,98,1
hartford,201704,272990,129,43,111,1
hartford,201705,269900,126,40,123,1
hartford,201706,261950,126,40,128,1
hartford,201707,267900,126,44,135,1
hartford,201708,271445,130,47,123,1
hartford,201709,274990,135,55,117,1
hartford,201710,273673,132,56,115,1
hartford,201711,277450,132,52,111,1
hartford,201712,289900,131,63,91,1
hartford,201801,284990,132,69,91,1
hartford,201802,287445,133,66,85,1
hartford,201803,294900,135,53,77,1
hartford,201804,284968,134,49,79,1
hartford,201805,289990,135,46,81,1
hartford,201806,289990,135,34,91,1
hartford,201807,289990,135,44,105,1
hartford,201808,286173,134,45,110,1
hartford,201809,269900,136,50,105,1
hartford,201810,278000,135,58,100,1
hartford,201811,272425,134,67,86,1
hartford,201812,284945,142,61,80,1
hartford,201901,293495,145,60,81,1
hartford,201902,294800,146,65,78,1
hartford,201903,298036,148,57,86,1
hartford,201904,313486,145,53,101,1
hartford,201905,316150,145,52,92,1
hartford,201906,294900,143,38,99,1
hartford,201907,294900,144,38,98,1
hartford,201908,299686,144,44,102,1
hartford,201909,284366,144,45,107,1
hartford,201910,274152,145,48,109,1
hartford,201911,299700,151,64,88,1
hartford,201912,309900,150,81,73,1
hartford,202001,299900,150,90,72,1
hartford,202002,299900,149,74,77,1
hartford,202003,311175,146,28,88,1
hartford,202004,304925,143,40,82,1
hartford,202005,319450,147,47,79,1
hartford,202006,309000,146,38,78,1
hartford,202007,287421,143,38,80,1
hartford,202008,279900,141,36,90,1
hartford,202009,299900,146,35,85,1
hartford,202010,294900,146,34,80,1
hartford,202011,301950,146,44,61,1
hartford,202012,301950,152,42,48,1
hartford,202101,299000,167,44,43,1
hartford,202102,302250,169,45,43,1
hartford,202103,304953,159,40,49,1
hartford,202104,325900,160,32,57,1
hartford,202105,341200,159,30,64,1
hartford,202106,337840,160,27,80,1
hartford,202107,338680,160,30,86,1
hartford,202108,335450,159,37,84,1
hartford,202109,288200,158,35,80,1
hartford,202110,299000,162,45,67,1
hartford,202111,321175,174,42,49,1
hartford,202112,333675,184,45,38,1
hartford,202201,354900,179,42,31,1
hartford,202202,357900,181,27,37,1
hartford,202203,369650,175,30,41,1
hartford,202204,374900,172,33,40,1
hartford,202205,349400,174,26,51,1
hartford,202206,349900,175,25,52,1
hartford,202207,358700,178,31,55,1
hartford,202208,377975,186,30,59,1
hartford,202209,385650,191,37,50,1
hartford,202210,374900,207,38,52,1
hartford,202211,384900,210,40,59,1
hartford,202212,379900,205,51,51,1
